gene_id,mouse_symbol,human_symbol,pooled_log2FC,pvalue,padj,direction,I2,k,n_studies_up,n_studies_down,core
ENSMUSG00000050122,Vwa3b,VWA3B,0.6385365431820278,0.03358754922727973,0.9999945021158422,up,96.88920828907145,11,8,3,TRUE
ENSMUSG00000074768,Bhmt,BHMT,0.6249513976000555,0.023564204839101998,0.9999945021158422,up,97.34057203072847,11,10,1,TRUE
ENSMUSG00000002769,Gnmt,GNMT,0.6238516586293137,0.03261193885282363,0.9999945021158422,up,97.80328482773612,11,8,3,TRUE
ENSMUSG00000037798,Mat1a,MAT1A,0.5770347122472202,0.03281049484220078,0.9999945021158422,up,96.95922695669309,10,7,3,TRUE
ENSMUSG00000056666,Retsat,RETSAT,0.5415810330573839,0.021836310939311418,0.9999945021158422,up,95.72247418113373,11,8,3,TRUE
ENSMUSG00000029695,Aass,AASS,0.5392738094436703,0.043322385090231286,0.9999945021158422,up,97.54681950926881,10,8,2,TRUE
ENSMUSG00000086765,Gm11827,NA,0.5236201809255503,0.011276886132083717,0.9999945021158422,up,94.3289301339748,11,8,3,TRUE
ENSMUSG00000116846,NA,NA,0.5048300848482858,0.033546886922264416,0.9999945021158422,up,90.54449430520296,9,7,2,TRUE
ENSMUSG00000113399,NA,NA,0.4713492072256507,0.04796755074831197,0.9999945021158422,up,93.36336806865245,9,7,2,FALSE
ENSMUSG00000029335,Bmp3,BMP3,0.4617800254320809,0.042666182780459506,0.9999945021158422,up,86.99638913842453,9,7,2,FALSE
ENSMUSG00000023963,Cyp39a1,CYP39A1,0.457210082947747,0.007422808096848912,0.9999945021158422,up,92.61315174774862,11,9,2,FALSE
ENSMUSG00000107516,NA,NA,0.4571395758174275,0.04053739404941779,0.9999945021158422,up,92.74370037712039,9,7,2,FALSE
ENSMUSG00000022790,Igsf11,IGSF11,0.41925396233295836,0.022496658014031543,0.9999945021158422,up,94.79668235404546,11,10,1,FALSE
ENSMUSG00000037474,Dtl,DTL,-0.3910164896863044,0.04582581083337223,0.9999945021158422,down,94.70516996779759,11,2,9,FALSE
ENSMUSG00000028011,Tdo2,TDO2,0.38421191821059075,0.030656395448305857,0.9999945021158422,up,92.73713771430144,10,7,3,FALSE
ENSMUSG00000031808,Slc27a1,SLC27A1,0.3795873330382983,0.013656018501301475,0.9999945021158422,up,83.73084651033359,11,8,3,FALSE
ENSMUSG00000019368,Sec14l4,SEC14L4,0.3784218689572251,0.04349188439316902,0.9999945021158422,up,95.65220740204138,10,7,3,FALSE
ENSMUSG00000032786,Alas1,ALAS1,0.3778131142830718,0.011927965118177158,0.9999945021158422,up,87.87760226381927,11,9,2,FALSE
ENSMUSG00000067225,Cyp2c54,NA,0.36493568614678656,0.04283118332212006,0.9999945021158422,up,89.63527630947603,9,8,1,FALSE
ENSMUSG00000058806,Col13a1,COL13A1,0.35518312585040324,0.007808695811862089,0.9999945021158422,up,78.6507136872642,11,10,1,FALSE
ENSMUSG00000036062,Phf24,KIAA1045,0.35398980579562767,0.042702132874315464,0.9999945021158422,up,86.99289991316259,11,8,3,FALSE
ENSMUSG00000078964,Ces1b,NA,0.32829617644626585,0.009140407682180543,0.9999945021158422,up,78.85213830364935,10,9,1,FALSE
ENSMUSG00000026414,Tnnt2,TNNT2,0.32414694785778314,0.04412846996768628,0.9999945021158422,up,81.81352226731033,11,9,2,FALSE
ENSMUSG00000029166,Mapre3,MAPRE3,0.3166893969541085,0.002152117890017924,0.9999945021158422,up,71.51042114260424,11,9,2,FALSE
ENSMUSG00000020429,Igfbp1,IGFBP1,0.31576054673551524,0.04527643125497597,0.9999945021158422,up,80.50074436593748,9,9,0,FALSE
ENSMUSG00000062908,Acadm,ACADM,0.31023489317666836,0.031166174947948096,0.9999945021158422,up,93.31310863660501,11,8,3,FALSE
ENSMUSG00000016024,Lbp,LBP,0.3054571792708988,0.024198569423963503,0.9999945021158422,up,89.04376220889766,11,9,2,FALSE
ENSMUSG00000033453,Adamts15,ADAMTS15,0.30485335979802514,0.036972218956360194,0.9999945021158422,up,87.92892893083668,11,9,2,FALSE
ENSMUSG00000020604,Arsg,ARSG,0.3041447965679791,0.03909311467743662,0.9999945021158422,up,93.86577541897677,11,8,3,FALSE
ENSMUSG00000027993,Trim2,TRIM2,0.29806390796069787,0.01411915037332711,0.9999945021158422,up,80.24634978817362,11,9,2,FALSE
ENSMUSG00000025014,Dntt,DNTT,-0.2930600384472633,0.02829658942584612,0.9999945021158422,down,86.72222238194708,11,3,8,FALSE
ENSMUSG00000025574,Tk1,TK1,-0.28982527172440276,0.027220063291399817,0.9999945021158422,down,80.41174824296625,11,3,8,FALSE
ENSMUSG00000059921,Unc5c,UNC5C,0.2855918500980276,0.02195857209636305,0.9999945021158422,up,80.98663608960307,8,7,1,FALSE
ENSMUSG00000020553,Pctp,PCTP,0.28394975750740203,0.030393900390498985,0.9999945021158422,up,87.74487069859171,11,8,3,FALSE
ENSMUSG00000021591,Glrx,GLRX,0.2822565121309955,0.007561688451537517,0.9999945021158422,up,85.98805011898868,11,8,3,FALSE
ENSMUSG00000034783,Cd207,CD207,-0.2785877330986448,0.012226642498691938,0.9999945021158422,down,60.07898311717147,10,2,8,FALSE
ENSMUSG00000022360,Atad2,ATAD2,-0.2780123318305177,0.0267444547475672,0.9999945021158422,down,91.83715874571884,11,2,9,FALSE
ENSMUSG00000079685,Ulbp1,ULBP1,-0.2749338036084514,0.014340953811122301,0.9999945021158422,down,83.36223988614232,11,2,9,FALSE
ENSMUSG00000120992,D17H6S56E-5,NA,-0.26977272995991797,0.028450714870742064,0.9999945021158422,down,85.99061465424597,11,2,9,FALSE
ENSMUSG00000025815,Dhtkd1,DHTKD1,0.26974039187860904,0.02406483129392341,0.9999945021158422,up,86.84780839891735,11,8,3,FALSE
ENSMUSG00000028838,Extl1,EXTL1,0.26932232620535973,0.029876513935810617,0.9999945021158422,up,83.67801016710101,11,9,2,FALSE
ENSMUSG00000075590,Nrbp2,NA,0.2652452635873256,0.012522978729642326,0.9999945021158422,up,76.81629437770344,11,10,1,FALSE
ENSMUSG00000002068,Ccne1,CCNE1,-0.2637168036415405,0.02344982899498363,0.9999945021158422,down,80.2483996056869,11,2,9,FALSE
ENSMUSG00000031561,Tenm3,TENM3,0.26244936249638917,0.044697013926395544,0.9999945021158422,up,87.24950987621263,11,9,2,FALSE
ENSMUSG00000026669,Mcm10,MCM10,-0.26020752207189224,0.028081044364947187,0.9999945021158422,down,84.63623394444832,11,2,9,FALSE
ENSMUSG00000062345,Serpinb2,SERPINB2,0.25942467163976185,0.02764591266744378,0.9999945021158422,up,56.002916810368774,9,8,1,FALSE
ENSMUSG00000041115,Iqsec2,IQSEC2,0.2585244094197829,0.04155912111506894,0.9999945021158422,up,91.66835982683916,11,8,3,FALSE
ENSMUSG00000068011,Mkrn2os,C3orf83,0.2580812636313867,0.011598929815701424,0.9999945021158422,up,82.38979835931319,10,8,2,FALSE
ENSMUSG00000061740,Cyp2d22,NA,0.2554092095419122,0.03746110829911575,0.9999945021158422,up,89.01873430456521,11,8,3,FALSE
ENSMUSG00000012443,Kif11,KIF11,-0.25143776246316973,0.04652584268357976,0.9999945021158422,down,89.18464720269262,11,3,8,FALSE
ENSMUSG00000053898,Ech1,ECH1,0.2509399508538182,0.035396415190469196,0.9999945021158422,up,89.11824578277589,11,8,3,FALSE
ENSMUSG00000021338,Carmil1,LRRC16A,0.2495874255054324,0.021949408080013996,0.9999945021158422,up,84.31472089941934,11,9,2,FALSE
ENSMUSG00000072568,Lratd2,FAM84B,0.24345355869489796,0.023497235668863768,0.9999945021158422,up,81.84502090106223,11,8,3,FALSE
ENSMUSG00000026429,Ube2t,UBE2T,-0.2414160256508015,0.03529853708239576,0.9999945021158422,down,79.98373464702937,11,2,9,FALSE
ENSMUSG00000031963,Bmper,BMPER,0.2385606935641996,0.03578095326445085,0.9999945021158422,up,64.24900310375959,11,9,2,FALSE
ENSMUSG00000036002,Atosb,FAM214B,0.23322025405632804,0.04962883776502316,0.9999945021158422,up,84.78740814237337,11,9,2,FALSE
ENSMUSG00000034438,Gbp8,NA,-0.2308109975016745,0.02726568342381844,0.9999945021158422,down,82.8361857101013,11,2,9,FALSE
ENSMUSG00000068876,Cgn,CGN,0.22975549915179425,0.04940719063041458,0.9999945021158422,up,82.74769859356431,11,9,2,FALSE
ENSMUSG00000032254,Kif23,KIF23,-0.22852171604325663,0.026290554932610958,0.9999945021158422,down,81.67313447799643,11,2,9,FALSE
ENSMUSG00000018800,Abca5,ABCA5,0.2271163992496688,0.039524710920355303,0.9999945021158422,up,86.68115819749727,11,8,3,FALSE
ENSMUSG00000106526,NA,NA,0.22444003104674048,3.508232477626609e-4,0.9999945021158422,up,0,7,7,0,FALSE
ENSMUSG00000024713,Pcsk5,PCSK5,0.22325816665118378,0.0010885972384641416,0.9999945021158422,up,44.14593163409812,11,10,1,FALSE
ENSMUSG00000040713,Creg1,CREG1,0.21925982155779652,0.03876106528921007,0.9999945021158422,up,87.98031480408937,11,9,2,FALSE
ENSMUSG00000032047,Acat1,ACAT1,0.2190920071488645,0.0086891067891710725,0.9999945021158422,up,80.10106314382423,11,8,3,FALSE
ENSMUSG00000009575,Cbx5,CBX5,-0.2171079398220189,0.008054230238269549,0.9999945021158422,down,88.6845936612176,11,3,8,FALSE
ENSMUSG00000043671,Dpy19l3,DPY19L3,-0.21527023787462837,0.047599949899566965,0.9999945021158422,down,89.88094285158482,11,2,9,FALSE
ENSMUSG00000027890,Gstm4,GSTM4,0.2149313710023169,0.0264646890418374,0.9999945021158422,up,81.59283521892522,11,8,3,FALSE
ENSMUSG00000032420,Nt5e,NT5E,0.21341299564607008,0.010643548792092975,0.9999945021158422,up,74.55946293468936,11,9,2,FALSE
ENSMUSG00000031016,Wee1,WEE1,-0.21202972332625036,0.026100351652651673,0.9999945021158422,down,73.74399164971877,11,3,8,FALSE
ENSMUSG00000060002,Chpt1,CHPT1,0.2118498758817231,0.02326493673877243,0.9999945021158422,up,78.24005319127897,11,8,3,FALSE
ENSMUSG00000031169,Porcn,PORCN,0.20982077438320904,0.04644361173728191,0.9999945021158422,up,75.82953370842307,11,9,2,FALSE
ENSMUSG00000032802,Srxn1,SRXN1,0.20819575580662322,0.018052624738810162,0.9999945021158422,up,78.74708978627737,11,9,2,FALSE
ENSMUSG00000050410,Tcf19,TCF19,-0.20613401737289286,0.04607003685796286,0.9999945021158422,down,85.59367472526795,11,3,8,FALSE
ENSMUSG00000000056,Narf,NARF,-0.206054962655068,0.017633889955586655,0.9999945021158422,down,82.73704474583008,11,3,8,FALSE
ENSMUSG00000052534,Pbx1,PBX1,0.20339081236051154,0.028607919014206826,0.9999945021158422,up,82.88930143389165,11,9,2,FALSE
ENSMUSG00000056131,Pgm3,PGM3,0.2017358260395856,0.004655615144758833,0.9999945021158422,up,83.68680528153331,11,10,1,FALSE
ENSMUSG00000022673,Mcm4,MCM4,-0.20150162678425482,0.0363564251988372,0.9999945021158422,down,85.75119806171502,11,1,10,FALSE
ENSMUSG00000020290,Xpo1,XPO1,-0.20116487416861012,0.027364769354680813,0.9999945021158422,down,87.1634966319509,11,2,9,FALSE
ENSMUSG00000020423,Btg2,BTG2,-0.20095170528283576,0.004137117574920762,0.9999945021158422,down,65.1158725246401,11,2,9,FALSE
ENSMUSG00000038068,Rnf144b,RNF144B,0.19962611545311,0.00176021428439644,0.9999945021158422,up,55.56434701087589,11,9,2,FALSE
ENSMUSG00000041268,Dmxl2,DMXL2,0.19864541953823803,0.001923896872469874,0.9999945021158422,up,71.08138903288315,11,10,1,FALSE
ENSMUSG00000030830,Itgal,ITGAL,-0.19821660858918125,0.035550320970631884,0.9999945021158422,down,81.98500657082566,11,2,9,FALSE
ENSMUSG00000036941,Elac1,ELAC1,0.19796379658487584,0.006945879519312758,0.9999945021158422,up,83.12130650980016,11,11,0,FALSE
ENSMUSG00000029204,Rhoh,RHOH,-0.19708955622165994,0.015502449677657983,0.9999945021158422,down,66.49545252562437,11,2,9,FALSE
ENSMUSG00000036885,Arhgef26,ARHGEF26,0.19413856645831062,0.01127421125346946,0.9999945021158422,up,59.68977119591701,11,10,1,FALSE
ENSMUSG00000040195,1700012D01Rik,NA,-0.19294799233136992,0.02787209073019095,0.9999945021158422,down,84.09661566409682,11,3,8,FALSE
ENSMUSG00000033308,Dpyd,DPYD,0.19276340436676428,0.027035018646260147,0.9999945021158422,up,74.03154090454592,11,8,3,FALSE
ENSMUSG00000026179,Pnkd,PNKD,0.19229820075986734,0.002338104449782809,0.9999945021158422,up,66.23965696395972,11,8,3,FALSE
ENSMUSG00000037157,Il22ra1,IL22RA1,0.18870938638801313,0.04920399138961635,0.9999945021158422,up,70.60062269848738,11,10,1,FALSE
ENSMUSG00000026640,Plxna2,PLXNA2,0.18832542923594642,0.014605806354347826,0.9999945021158422,up,49.5560917633482,11,8,3,FALSE
ENSMUSG00000012519,Mlkl,MLKL,0.18728365354522855,0.008917679688329872,0.9999945021158422,up,70.44031880327555,11,8,3,FALSE
ENSMUSG00000073988,Ttpa,TTPA,0.1862422805018339,0.0335199795549126,0.9999945021158422,up,69.16479640337818,11,9,2,FALSE
ENSMUSG00000028358,Zfp618,ZNF618,0.18607833736942983,0.02940747173178995,0.9999945021158422,up,58.593038681511246,11,8,3,FALSE
ENSMUSG00000087060,Eldr,NA,-0.18537212629961555,0.045583703510200795,0.9999945021158422,down,54.093917508652865,10,2,8,FALSE
ENSMUSG00000033446,Lpar6,LPAR6,-0.18529184039371122,0.019116203459150292,0.9999945021158422,down,81.52005559646398,11,1,10,FALSE
ENSMUSG00000026566,Mpzl1,MPZL1,0.1847327725521438,0.031307317336602775,0.9999945021158422,up,75.55639263075822,11,10,1,FALSE
ENSMUSG00000031304,Il2rg,IL2RG,-0.1842744390518461,0.031177325592727245,0.9999945021158422,down,71.9064875993051,11,2,9,FALSE
ENSMUSG00000028553,Angptl3,ANGPTL3,0.18255431549530077,0.04612996559750696,0.9999945021158422,up,76.7409102878677,11,10,1,FALSE
ENSMUSG00000068854,H2bc21,HIST1H2BJ,-0.18190061894155488,0.0245689363027188,0.9999945021158422,down,77.65570665047542,11,3,8,FALSE
ENSMUSG00000021703,Serinc5,SERINC5,-0.18087169933308264,0.01434458994919165,0.9999945021158422,down,77.33412518607585,11,3,8,FALSE
ENSMUSG00000058317,Ube2e2,UBE2E2,0.18022882504089172,0.04772702259954668,0.9999945021158422,up,84.00062948191682,11,9,2,FALSE
ENSMUSG00000076431,Sox4,SOX4,-0.17967188455971647,0.011674807310841253,0.9999945021158422,down,64.1286810578944,11,2,9,FALSE
ENSMUSG00000026893,Gca,GCA,0.17905505212585424,0.006674275724961132,0.9999945021158422,up,58.18060870850866,11,8,3,FALSE
ENSMUSG00000052397,Ezr,EZR,-0.17895615292934067,0.010458118614593635,0.9999945021158422,down,59.45365600036357,11,3,8,FALSE
ENSMUSG00000026343,Gpr39,GPR39,0.1755690310846275,0.00575138320974606,0.9999945021158422,up,36.587818910175294,9,9,0,FALSE
ENSMUSG00000021670,Hmgcr,HMGCR,-0.1754117206078506,0.022470795634107525,0.9999945021158422,down,72.36433349595029,11,3,8,FALSE
ENSMUSG00000030498,Gas2,GAS2,0.17521875214275467,0.028728007021489144,0.9999945021158422,up,75.87464919743137,11,9,2,FALSE
ENSMUSG00000021368,Tbc1d7,TBC1D7,0.175042241711486,0.006891923469448262,0.9999945021158422,up,73.41315397996884,11,9,2,FALSE
ENSMUSG00000055312,Them7,NA,0.1743039379651573,0.04261513602206,0.9999945021158422,up,69.53189116165022,11,8,3,FALSE
ENSMUSG00000030729,Pgm2l1,PGM2L1,-0.1740615860708718,0.005128168809688562,0.9999945021158422,down,72.61365764543416,11,3,8,FALSE
ENSMUSG00000070643,Sox13,SOX13,0.17339971582664448,0.010979699651190954,0.9999945021158422,up,47.152245427437244,11,9,2,FALSE
ENSMUSG00000002897,Il17ra,IL17RA,-0.1730875718613964,0.039335165861489114,0.9999945021158422,down,87.20528340588963,11,1,10,FALSE
ENSMUSG00000002297,Dbf4,DBF4,-0.17295551440226634,0.04854546876887877,0.9999945021158422,down,80.02175226668422,11,3,8,FALSE
ENSMUSG00000028439,Fam219a,FAM219A,0.17230812701974849,0.007801286967879341,0.9999945021158422,up,58.14322725755612,11,8,3,FALSE
ENSMUSG00000059939,9430015G10Rik,C1orf159,-0.17203702204663093,0.04960659363474609,0.9999945021158422,down,85.51157542345844,11,3,8,FALSE
ENSMUSG00000004880,Lbr,LBR,-0.17130917925149633,0.032327185532699566,0.9999945021158422,down,81.79026177797756,11,3,8,FALSE
ENSMUSG00000028919,Arhgef19,ARHGEF19,0.17041485555116392,0.04939932905877289,0.9999945021158422,up,70.15885095437939,11,9,2,FALSE
ENSMUSG00000091586,Cyp4f17,NA,0.16804179249003975,0.040939293757692716,0.9999945021158422,up,79.49263201415397,11,9,2,FALSE
ENSMUSG00000026866,Kynu,KYNU,0.16774626595173628,0.018557870819246258,0.9999945021158422,up,70.90010856987652,11,8,3,FALSE
ENSMUSG00000048279,Sacs,NA,-0.16689800199343183,0.013668167448451575,0.9999945021158422,down,70.14968717772888,11,1,10,FALSE
ENSMUSG00000022788,Fgd4,FGD4,0.1667327566841974,0.01777131212240471,0.9999945021158422,up,74.69298647596244,11,9,2,FALSE
ENSMUSG00000037580,Gch1,GCH1,-0.1662631132024717,0.01856061258076203,0.9999945021158422,down,76.25140066632665,11,3,8,FALSE
ENSMUSG00000026544,Dusp23,DUSP23,0.16616359332088837,0.03305405586115983,0.9999945021158422,up,75.47179622800981,11,9,2,FALSE
ENSMUSG00000079659,Tmem243,TMEM243,0.16613263282062818,0.01996021243100934,0.9999945021158422,up,65.84992418238946,11,9,2,FALSE
ENSMUSG00000036528,Ppfibp2,PPFIBP2,0.16565467042998866,0.005519667432553112,0.9999945021158422,up,56.025100689727765,11,9,2,FALSE
ENSMUSG00000048865,Arhgap30,ARHGAP30,-0.16481653233810734,0.03205002788165871,0.9999945021158422,down,77.45258762968156,11,3,8,FALSE
ENSMUSG00000032359,Ctsh,CTSH,0.16403023749299667,0.039193476143667916,0.9999945021158422,up,81.29647304906047,11,8,3,FALSE
ENSMUSG00000000127,Fer,FER,0.16399002775781912,0.0022117879000097987,0.9999945021158422,up,56.87912492283623,11,9,2,FALSE
ENSMUSG00000031442,Mcf2l,MCF2L,0.16369454399262692,0.04611662475120911,0.9999945021158422,up,61.96131035973974,11,8,3,FALSE
ENSMUSG00000025742,Prps2,PRPS2,-0.16322116270334236,0.02339202648785321,0.9999945021158422,down,75.11081766896395,11,2,9,FALSE
ENSMUSG00000042351,Grap2,GRAP2,-0.1631069916511342,0.010549533565567999,0.9999945021158422,down,60.502101439217505,11,1,10,FALSE
ENSMUSG00000021209,Ppp4r4,PPP4R4,0.16306331575121435,0.03695659310721679,0.9999945021158422,up,67.39051707048665,11,9,2,FALSE
ENSMUSG00000034311,Kif4,KIF4A,-0.1621509683265939,0.04021485105280886,0.9999945021158422,down,65.70440877422702,11,3,8,FALSE
ENSMUSG00000097415,AU020206,NA,-0.16194470737143984,0.03490136370037622,0.9999945021158422,down,73.64061944790599,11,3,8,FALSE
ENSMUSG00000027695,Pld1,PLD1,0.16114133025610441,0.02029899002911381,0.9999945021158422,up,71.46576660273595,11,8,3,FALSE
ENSMUSG00000087380,2210408F21Rik,NA,0.16090421554694245,0.03020668144478261,0.9999945021158422,up,57.85119098663228,11,9,2,FALSE
ENSMUSG00000033220,Rac2,RAC2,-0.16060831188804847,0.014119023600151666,0.9999945021158422,down,57.80551582035356,11,2,9,FALSE
ENSMUSG00000026600,Soat1,SOAT1,-0.15998528717561286,0.01239390546233956,0.9999945021158422,down,59.56853146893964,11,3,8,FALSE
ENSMUSG00000040181,Fmo1,FMO1,0.15797289417510732,0.024463971823731712,0.9999945021158422,up,40.27469590063128,11,9,2,FALSE
ENSMUSG00000027811,4930579G24Rik,C4orf46,-0.1579265491322235,0.04403265515452182,0.9999945021158422,down,63.187078257446935,11,3,8,FALSE
ENSMUSG00000047044,D030056L22Rik,C9orf40,-0.1576626476885267,0.004861923915515841,0.9999945021158422,down,54.90603083495573,11,2,9,FALSE
ENSMUSG00000000385,Tmprss2,TMPRSS2,0.15696826952444276,0.011047852497122621,0.9999945021158422,up,43.63571791793072,10,10,0,FALSE
ENSMUSG00000055013,Agap1,AGAP1,0.1566102435309245,0.024422509675785454,0.9999945021158422,up,66.59619794364754,11,8,3,FALSE
ENSMUSG00000048787,Dcun1d3,DCUN1D3,0.15658370193009247,0.02158988489248098,0.9999945021158422,up,72.18160645695536,11,9,2,FALSE
ENSMUSG00000057531,Dtnbp1,DTNBP1,0.15585703011328825,0.01795168939711786,0.9999945021158422,up,83.70743061104241,11,10,1,FALSE
ENSMUSG00000020089,Ppa1,PPA1,0.1556546722687855,0.010511297941180135,0.9999945021158422,up,61.174371941511744,11,9,2,FALSE
ENSMUSG00000041362,Shtn1,KIAA1598,0.15549691121257753,0.02271872638571065,0.9999945021158422,up,61.358471300608436,11,9,2,FALSE
ENSMUSG00000025358,Cdk2,CDK2,-0.15548467340424565,0.02242296701370274,0.9999945021158422,down,72.9267683240268,11,3,8,FALSE
ENSMUSG00000026153,Fam135a,FAM135A,0.15453088927638262,4.4946503984410113e-4,0.9999945021158422,up,6.374261199562708,11,9,2,FALSE
ENSMUSG00000052031,Tagap1,NA,-0.15389317460450525,0.030979973856301697,0.9999945021158422,down,78.06658307183979,11,2,9,FALSE
ENSMUSG00000030322,Mbd4,MBD4,-0.1531235921498326,0.026126208630226036,0.9999945021158422,down,72.87723081581444,11,2,9,FALSE
ENSMUSG00000031506,Ptpn7,PTPN7,-0.15311608824758605,0.04460574207675791,0.9999945021158422,down,60.68938428211309,11,2,9,FALSE
ENSMUSG00000022960,Donson,DONSON,-0.15171986155513928,0.01875455801855182,0.9999945021158422,down,66.44307673367,11,2,9,FALSE
ENSMUSG00000032119,Hinfp,HINFP,-0.15149169391210715,0.013104494514147679,0.9999945021158422,down,76.03628627234637,11,3,8,FALSE
ENSMUSG00000045095,Magi1,MAGI1,0.15012226553847707,0.031636182871109746,0.9999945021158422,up,68.69468939503368,11,9,2,FALSE
ENSMUSG00000011831,Evi5,EVI5,0.1497863955095745,0.019584530802458942,0.9999945021158422,up,60.41539744567047,11,9,2,FALSE
ENSMUSG00000006732,Mettl1,METTL1,0.14915717169806406,0.005273347487309477,0.9999945021158422,up,50.56399104788871,11,10,1,FALSE
ENSMUSG00000029238,Clock,CLOCK,0.14894446805245817,6.950043301049375e-4,0.9999945021158422,up,22.16800718187046,11,10,1,FALSE
ENSMUSG00000036617,Etl4,KIAA1217,0.14857023216910817,0.02597070652058284,0.9999945021158422,up,55.90923982317891,11,8,3,FALSE
ENSMUSG00000033596,Rfwd3,RFWD3,-0.14840082354948084,0.0348499849074159,0.9999945021158422,down,84.58241103216258,11,2,9,FALSE
ENSMUSG00000041945,Mfsd9,MFSD9,0.14836071806242646,0.04772442776651019,0.9999945021158422,up,75.9541291076852,11,9,2,FALSE
ENSMUSG00000022488,Nckap1l,NCKAP1L,-0.1479148672885206,0.030222722460706095,0.9999945021158422,down,67.3156476608756,11,3,8,FALSE
ENSMUSG00000085208,Brip1os,NA,-0.14752201645888108,0.010924774376428395,0.9999945021158422,down,78.09326032150514,11,2,9,FALSE
ENSMUSG00000103009,NA,NA,-0.14746175356144775,0.03848538128618562,0.9999945021158422,down,68.14092188698254,11,2,9,FALSE
ENSMUSG00000048756,Foxo3,FOXO3,-0.14655602818842967,0.04847265055925995,0.9999945021158422,down,71.24142915765015,11,3,8,FALSE
ENSMUSG00000085037,4933421O10Rik,NA,0.14653097827770747,0.03454628024064626,0.9999945021158422,up,71.25862520931078,11,10,1,FALSE
ENSMUSG00000026342,Slc35f5,SLC35F5,0.14642925777814506,0.0339624388647407,0.9999945021158422,up,66.66350069168361,11,9,2,FALSE
ENSMUSG00000035305,Ror1,ROR1,0.14624648712857097,0.008709376365691964,0.9999945021158422,up,41.46871155865695,11,8,3,FALSE
ENSMUSG00000041235,Chd7,CHD7,0.14611046794364377,0.026524067087208312,0.9999945021158422,up,69.12345314994326,11,9,2,FALSE
ENSMUSG00000022098,Bmp1,BMP1,0.14569038109374863,0.047170032948063025,0.9999945021158422,up,78.11471937225838,11,8,3,FALSE
ENSMUSG00000006782,Cnp,CNP,-0.14539590314344578,0.0374203343800389,0.9999945021158422,down,71.629652005687,11,2,9,FALSE
ENSMUSG00000004864,Mapk13,MAPK13,0.14504881926587285,0.019412430625254,0.9999945021158422,up,29.17573755713206,11,11,0,FALSE
ENSMUSG00000052889,Prkcb,PRKCB,-0.14504532962980773,0.0010879356921029506,0.9999945021158422,down,16.427323194259,11,3,8,FALSE
ENSMUSG00000074802,Gas2l3,GAS2L3,-0.14488580080253868,0.030354145789676216,0.9999945021158422,down,46.3603711444607,11,3,8,FALSE
ENSMUSG00000054708,Ankrd24,ANKRD24,0.14468349041285694,0.02455206433421024,0.9999945021158422,up,55.3745420749157,11,8,3,FALSE
ENSMUSG00000033542,Arhgef5,ARHGEF5,0.14447933033699034,0.0029529761051011135,0.9999945021158422,up,41.01760260593731,11,8,3,FALSE
