rank,compound,n_reversing_sigs,median_z_sum,best_z_sum,best_p,method
1,Imatinib,4,-0.018611187262526616,-3.5436151397008966,0.00028601239870082863,local_gmt_fallback
2,Metformin,2,-1.5987173165136264,-3.1962214655624077,0.0006364708740796691,local_gmt_fallback
3,1,10,-0.7324787402884071,-2.8768082591333646,0.001327980631321349,local_gmt_fallback
4,Glipizide,2,-1.4505375929151219,-2.87364760255411,0.0013376805038381886,local_gmt_fallback
5,N,3,-1.8545203543965754,-2.8066788400400773,0.0015607062155276955,local_gmt_fallback
6,Cadmium,5,-0.0024715972001448016,-2.6910296186060982,0.002036903157475129,local_gmt_fallback
7,Quercetin,1,-2.281410665403011,-2.281410665403011,0.0052310555819670285,local_gmt_fallback
8,Leptin,1,-1.852306273249476,-1.852306273249476,0.01405056300544086,local_gmt_fallback
9,Carboplatin,8,-0.2617893579392957,-1.7671528167115056,0.017094137118976224,local_gmt_fallback
10,Zinc,2,-0.6735074953272518,-1.3465119423447478,0.04502855990451203,local_gmt_fallback
11,Levofloxacin,1,-1.2844447160647892,-1.2844447160647892,0.05194637949435332,local_gmt_fallback
12,3h,1,-1.2844447160647892,-1.2844447160647892,0.05194637949435332,local_gmt_fallback
13,Ciprofloxacin,2,-0.6318824722738003,-1.2510736643680402,0.05609528200003007,local_gmt_fallback
14,Phenobarbital,2,-0.6328065230829408,-1.2131853908366617,0.06120890484907758,local_gmt_fallback
15,"2,3,7,8",4,-0.33549289144506894,-1.2014996228372048,0.06287824001835261,local_gmt_fallback
16,Lmp,2,-0.6014036084946425,-1.127614063155655,0.07453940759260079,local_gmt_fallback
17,Grepafloxacin,2,-0.5532805319458824,-1.1064554619345675,0.07826084595506352,local_gmt_fallback
18,Colchicine,2,-0.535414429467322,-1.001800379913896,0.09958630528880702,local_gmt_fallback
19,Sunitinib,2,-0.48940928717752585,-0.9785629465139738,0.10505991702962435,local_gmt_fallback
20,Trovafloxacin,2,-0.4830926459523463,-0.9165542181169152,0.12118413908367533,local_gmt_fallback
21,Cisplatin,2,-0.47259962042107695,-0.9105218958107985,0.12287912330890491,local_gmt_fallback
22,Fgfr,2,-0.4749295565545692,-0.8930892772853798,0.12791183306329315,local_gmt_fallback
23,Pristane,2,-0.4207483180368581,-0.830636085785713,0.14769436101199485,local_gmt_fallback
24,Antimony,2,-0.4070520371296768,-0.8133769640610573,0.1536820113908479,local_gmt_fallback
25,Bicalutamide,2,-0.3953575773265012,-0.7889536385666859,0.16257222942043514,local_gmt_fallback
26,Methotrexate,1,-0.7235213629980518,-0.7235213629980518,0.18900732559683003,local_gmt_fallback
27,Ubiquinol,2,-0.36271528395481484,-0.7133839016825559,0.1934710988538202,local_gmt_fallback
28,Pbde,2,-0.4126670688030467,-0.7071115336633341,0.19628561197334443,local_gmt_fallback
29,Phenol,2,-0.3437909403655946,-0.682330533744785,0.2078114469412014,local_gmt_fallback
30,Doxycycline,2,-0.35959808276566596,-0.6451467640845182,0.2263879130256086,local_gmt_fallback
31,Amoxicillin,2,-0.3181939213998719,-0.6351063474398982,0.23168272496755657,local_gmt_fallback
32,Pioglitazone,1,-0.6347076900893638,-0.6347076900893638,0.23189549402089632,local_gmt_fallback
33,Hodgkin,2,-0.32561079516300456,-0.6074795868757531,0.24689961522954063,local_gmt_fallback
34,Sodium,8,-0.024941829814216207,-0.6074795868757531,0.24689961522954063,local_gmt_fallback
35,Clinafloxacin,2,-0.28816592985456724,-0.5759951339897655,0.26546353054117033,local_gmt_fallback
36,Nilotinib,2,-0.2929921225986982,-0.5536858711112556,0.27945644425955296,local_gmt_fallback
37,Arsenic,1,-0.546391264884021,-0.546391264884021,0.2841899627604486,local_gmt_fallback
38,Simvastatin,2,-0.2584529575024741,-0.5064694931574496,0.3115519736727951,local_gmt_fallback
39,Morphine,2,-0.2526800414705762,-0.48641649606176135,0.3262747788216252,local_gmt_fallback
40,Gatifloxacin,1,-0.4258775383978411,-0.4258775383978411,0.3750787513888309,local_gmt_fallback
41,Acetaminophen,1,-0.4223513307540039,-0.4223513307540039,0.3781365602129471,local_gmt_fallback
42,Troglitazone,2,-0.22011081874696867,-0.4215355439540529,0.3788475264695327,local_gmt_fallback
43,Nsc319726,2,-0.23147920654512633,-0.41634048139622926,0.38340654174073535,local_gmt_fallback
44,Menadione,2,-0.2043749271788502,-0.4074563391189585,0.39133046673362337,local_gmt_fallback
45,Sb,2,-0.20361908325694741,-0.40637588498717475,0.39230524541673695,local_gmt_fallback
46,Temozolomide,2,-0.22159969483862516,-0.3994573862269943,0.39860488223847285,local_gmt_fallback
47,Bortezomib,2,-0.24698335911083483,-0.3960399860685954,0.4017538191393853,local_gmt_fallback
48,Tretinoin,2,-0.20225066685247797,-0.38416953350721883,0.41288629403423843,local_gmt_fallback
49,4,6,-0.04970783540602357,-0.3784995549634836,0.4183121173101127,local_gmt_fallback
50,Ethinyl,2,-0.23593815633885634,-0.36085363477827576,0.4356586739264963,local_gmt_fallback
51,Angiotensin,1,-0.35734990865729976,-0.35734990865729976,0.4391876218186125,local_gmt_fallback
52,Oprelvekin,1,-0.3434199095232767,-0.3434199095232767,0.4535029228719218,local_gmt_fallback
53,Concanavalin,2,-0.17316233264169448,-0.3335623935391802,0.463914136305011,local_gmt_fallback
54,Rosiglitazone,4,-0.08238586455345695,-0.3247807178867396,0.47339022079522336,local_gmt_fallback
55,Orotic,1,-0.323346554503317,-0.323346554503317,0.47495607340288265,local_gmt_fallback
56,Cobalt,2,-0.16029538605935226,-0.31833452840395604,0.4804691100725,local_gmt_fallback
57,Arachidonic,2,-0.1552957613639059,-0.31042213606901764,0.48930298358394225,local_gmt_fallback
58,Haloperidol,2,-0.16276789521566262,-0.30445510983980373,0.4960722004621259,local_gmt_fallback
59,Interferon,5,-0.02684877247131718,-0.30273273356089503,0.4980434885031516,local_gmt_fallback
60,Bleomycin,2,-0.16036604457930725,-0.29720412196519225,0.5044241583514276,local_gmt_fallback
61,Sevoflurane,2,-0.18542496223121302,-0.29500572094493044,0.5069840297490971,local_gmt_fallback
62,Nickel,4,-0.11645182468643052,-0.2856632818502049,0.5180082996275324,local_gmt_fallback
63,Halothane,2,-0.15873552017264353,-0.2856632818502049,0.5180082996275324,local_gmt_fallback
64,Nitric,2,-0.14669955055662304,-0.28471412245303107,0.5191416553057453,local_gmt_fallback
65,Mepenzolate,4,-0.09683790297303604,-0.2829000733628684,0.5213146463772894,local_gmt_fallback
66,Isotretinoin,2,-0.14050647885021092,-0.280739086392057,0.5239150975595345,local_gmt_fallback
67,Pertuzumab,2,-0.1439690591525746,-0.2796158331542351,0.5252718981662446,local_gmt_fallback
68,Aminolevulinic,2,-0.16557879790226832,-0.27190944748791074,0.5346758302869857,local_gmt_fallback
69,Tamoxifen,1,-0.2691886096268724,-0.2691886096268724,0.5380360682392483,local_gmt_fallback
70,Captopril,1,-0.26787449182571005,-0.26787449182571005,0.53966655997532,local_gmt_fallback
71,Nvp,3,-0.045441132038511994,-0.2588333236582114,0.5510191295113105,local_gmt_fallback
72,Mercury,2,-0.17229325185309077,-0.25161006957701193,0.5602604044130124,local_gmt_fallback
73,Formaldehyde,1,-0.2510792299911859,-0.2510792299911859,0.5609456312559723,local_gmt_fallback
74,Propofol,2,-0.14403027959689663,-0.24267711323284832,0.5719036743092181,local_gmt_fallback
75,"2,3",2,-0.1363475310084758,-0.23278117938337547,0.5850848066775022,local_gmt_fallback
76,Aplidin,2,-0.17025004807021873,-0.23223880994013418,0.5858159473366282,local_gmt_fallback
77,Chromium(iii),1,-0.2293757460749254,-0.2293757460749254,0.5896906665199619,local_gmt_fallback
78,Neocarzinostatin,2,-0.12305952159536393,-0.22922881558653282,0.5898902043900365,local_gmt_fallback
79,Mln4924,2,-0.1331712730189308,-0.22673041107723538,0.5932934980862523,local_gmt_fallback
80,L,2,-0.16988940058617114,-0.22286590192197095,0.5985963964755617,local_gmt_fallback
81,Lysophosphatidic,2,-0.13513634256442228,-0.22042881033821482,0.601964929056733,local_gmt_fallback
82,Heregulin,2,-0.11911372141348063,-0.20725459802691215,0.6205051665938079,local_gmt_fallback
83,Nicotine,2,-0.1281226535095353,-0.20683892549312627,0.6210993496623692,local_gmt_fallback
84,Mycophenolic,2,-0.10031745917111133,-0.1997915700401427,0.6312602310750235,local_gmt_fallback
85,Telapristone,2,-0.10879028280267497,-0.19588685641078893,0.6369614422352441,local_gmt_fallback
86,Sirolimus,1,-0.19501054703464513,-0.19501054703464513,0.6382479858661363,local_gmt_fallback
87,Lipopolysaccharide,2,-0.09851639437267062,-0.1939818495086991,0.6397615725117691,local_gmt_fallback
88,Fluorouracil,2,-0.16180773638018864,-0.18643387103841666,0.6509777260849181,local_gmt_fallback
89,Cigarette,2,-0.1062175817756385,-0.17582412543154008,0.6670768580748608,local_gmt_fallback
90,Insulin,4,-0.08980047183519493,-0.1727411689028768,0.6718291307810009,local_gmt_fallback
91,Laccaic,2,-0.12855995598913805,-0.16916360899197305,0.6773862721244395,local_gmt_fallback
92,Rituximab,2,-0.099974055221266,-0.16720187024487473,0.6804529946869343,local_gmt_fallback
93,Valproic,1,-0.16684816651438097,-0.16684816651438097,0.6810074037518608,local_gmt_fallback
94,"Puromycin,",8,-0.07248134913699027,-0.16526926812549142,0.68348774475142,local_gmt_fallback
95,"3,3',4,4'",1,-0.1617492963937558,-0.1617492963937558,0.6890499469310561,local_gmt_fallback
96,Methylprednisolone,1,-0.15699337174179928,-0.15699337174179928,0.6966371461952953,local_gmt_fallback
97,Aldosterone,2,-0.08783129187554231,-0.15639212958695614,0.6976022463724778,local_gmt_fallback
98,Tibolone,2,-0.08400234218676467,-0.15636140292312983,0.6976516040062741,local_gmt_fallback
99,Citalopram,1,-0.14229713729637988,-0.14229713729637988,0.7206142777882951,local_gmt_fallback
100,Azacitidine,2,-0.0751685311638389,-0.14060198371623447,0.7234325014382263,local_gmt_fallback
101,Coenzyme,2,-0.0718981344828304,-0.13967912012726014,0.7249714096956764,local_gmt_fallback
102,Motexafin,3,-0.038912972589239016,-0.13834131390885576,0.727208063941605,local_gmt_fallback
103,Vancomycin,2,-0.08663362160643433,-0.1337792325325518,0.734887342827582,local_gmt_fallback
104,Vitamin,5,-0.028265770926806474,-0.13044768242682606,0.7405464725003201,local_gmt_fallback
105,Cocaine,2,-0.06643583095468024,-0.12935959990685986,0.7424041657138098,local_gmt_fallback
106,Resveratrol,1,-0.11756602139874629,-0.11756602139874629,0.7628409153554915,local_gmt_fallback
107,Cyclosporine,2,-0.08208174634965654,-0.11675736036708599,0.7642626566446964,local_gmt_fallback
108,Calcitriol,2,-0.05990862038242469,-0.11438375893019892,0.7684511079024555,local_gmt_fallback
109,Cetuximab,1,-0.11387702203782456,-0.11387702203782456,0.769348263655868,local_gmt_fallback
110,Phorbol,4,-0.04588791904119594,-0.11260840789145717,0.7715988862686576,local_gmt_fallback
111,Epz004777,1,-0.11001130801820994,-0.11001130801820994,0.7762269052223303,local_gmt_fallback
112,Phosgene,2,-0.08237912600043736,-0.10802177427888647,0.7797910130597747,local_gmt_fallback
113,Abiraterone,2,-0.05170190025872442,-0.1032096749486235,0.7884793522857317,local_gmt_fallback
114,Adenosine,2,-0.07737731642062144,-0.09932602833266596,0.7955618915272882,local_gmt_fallback
115,Triiodothyronine,2,-0.08505235157496455,-0.09837932453630621,0.7972980014405456,local_gmt_fallback
116,Ascorbic,1,-0.09564013543545792,-0.09564013543545792,0.8023426241837225,local_gmt_fallback
117,Apratoxin,2,-0.04755620136368638,-0.09474842140890218,0.8039917245367704,local_gmt_fallback
118,Formoterol,2,-0.048156587052166695,-0.09362576136141262,0.8060727480427219,local_gmt_fallback
119,Dmnq,2,-0.0779378031700312,-0.0931712942286543,0.8069167037628414,local_gmt_fallback
120,Pimecrolimus,2,-0.04700282374610389,-0.09297643412916962,0.8072788339658482,local_gmt_fallback
121,Bisphenol,2,-0.04704368987890191,-0.091935199877638,0.8092166316009546,local_gmt_fallback
122,Torcetrapib,2,-0.05842478360402559,-0.09145023988065037,0.8101207574953174,local_gmt_fallback
123,Perfluorooctanoic,2,-0.04885416338809062,-0.08885389562060478,0.8149784111240624,local_gmt_fallback
124,Methoxychlor,2,-0.0740795677640298,-0.08734478299255306,0.8178152731972552,local_gmt_fallback
125,Carbidopa,2,-0.043500998086198825,-0.08551895453501031,0.8212607085970489,local_gmt_fallback
126,Chromium,2,-0.07874568760302125,-0.0843320403524277,0.82350826006526,local_gmt_fallback
127,Bexarotene,2,-0.0415458323927133,-0.08200445077400087,0.8279336787678375,local_gmt_fallback
128,Cediranib,1,-0.08086339608537475,-0.08086339608537475,0.8301118316042859,local_gmt_fallback
129,Deferasirox,2,-0.04004656817022465,-0.07984503471335022,0.8320606146395793,local_gmt_fallback
130,Hypochlorous,2,-0.0530382759049707,-0.07882184393291984,0.8340232470574659,local_gmt_fallback
131,Calcitonin,2,-0.03962464075957082,-0.07882184393291984,0.8340232470574659,local_gmt_fallback
132,Diethylstilbestrol,2,-0.04353993550568473,-0.0786258359587188,0.8343997475880582,local_gmt_fallback
133,Trichloroethylene,1,-0.07727987094086682,-0.07727987094086682,0.8369897298015855,local_gmt_fallback
134,Anastrozole,2,-0.05111826896806464,-0.07673378017887532,0.8380428397648344,local_gmt_fallback
135,Laminin,2,-0.0388523817043353,-0.0764464598626628,0.8385974551493398,local_gmt_fallback
136,Irinotecan,2,-0.042654592843245055,-0.07582732166523211,0.8397938276808115,local_gmt_fallback
137,Dapt,1,-0.07537814348197003,-0.07537814348197003,0.8406628513989628,local_gmt_fallback
138,Folic,2,-0.042249903189997176,-0.07485366285768803,0.8416787006406611,local_gmt_fallback
139,Nicotinamide,2,-0.042249903189997176,-0.07485366285768803,0.8416787006406611,local_gmt_fallback
140,Pyrazinamide,1,-0.07480041729298219,-0.07480041729298219,0.8417818988320978,local_gmt_fallback
141,Fluticasone,2,-0.03697637152401863,-0.07263788310014187,0.8459839367806992,local_gmt_fallback
142,Trastuzumab,2,-0.040629134122148164,-0.07225658540804135,0.8467270117718759,local_gmt_fallback
143,Chlorambucil,2,-0.04099233371395904,-0.07147997684614338,0.8482424897840866,local_gmt_fallback
144,Mehp,2,-0.05089694230937444,-0.07107770457223118,0.8490285520771725,local_gmt_fallback
145,Arc,2,-0.05527860232582301,-0.0694571431035149,0.8522026039898928,local_gmt_fallback
146,Soman,2,-0.03966781294698185,-0.06902847902074813,0.853044173497308,local_gmt_fallback
147,Methylphenidate,2,-0.0405082982699751,-0.06825432479574145,0.8545661285704815,local_gmt_fallback
148,Pd173074,1,-0.06748486879106422,-0.06748486879106422,0.85608153784845,local_gmt_fallback
149,Sulforaphane,2,-0.03436291354572532,-0.06732182378097809,0.8564029926054125,local_gmt_fallback
150,Y15,2,-0.038580560086367316,-0.06700711269371626,0.8570238091372737,local_gmt_fallback
151,Foretinib,2,-0.03429417615377764,-0.06575439972746193,0.8594994443746921,local_gmt_fallback
152,Sapphyrin,3,-0.00416004284127452,-0.06575338278565597,0.8595014569766867,local_gmt_fallback
153,Mek,2,-0.05601084656232064,-0.06524494706067817,0.8605082787687202,local_gmt_fallback
154,D,1,-0.06422562646914635,-0.06422562646914635,0.8625303260163627,local_gmt_fallback
155,Lubiprostone,1,-0.0642210318850981,-0.0642210318850981,0.8625394511358501,local_gmt_fallback
156,Cytarabine,2,-0.03795757689701479,-0.06323819092017192,0.8644936529836805,local_gmt_fallback
157,Thapsigargin,2,-0.037441788872310505,-0.062420146294827714,0.8661235628171262,local_gmt_fallback
158,Mesalazine,2,-0.03291586345316566,-0.062144562325580334,0.8666733407356302,local_gmt_fallback
159,Progesterone,2,-0.030183522942666904,-0.060299166088165594,0.870363828603895,local_gmt_fallback
160,Argyrin,2,-0.03661898446804179,-0.05928670423849137,0.8723952570029813,local_gmt_fallback
161,Colistin,1,-0.05838487381408818,-0.05838487381408818,0.8742087039739004,local_gmt_fallback
162,Gefitinib,2,-0.03993052955932115,-0.05760261515379341,0.8757847626525794,local_gmt_fallback
163,Atorvastatin,1,-0.05623075148875489,-0.05623075148875489,0.8785555943012354,local_gmt_fallback
164,"1,2,4",2,-0.03577999938698283,-0.055499696671868534,0.8800357263382346,local_gmt_fallback
165,Letrozole,2,-0.03353732277303151,-0.053569651016976534,0.8839553913702684,local_gmt_fallback
166,Creatine,2,-0.03371790535846543,-0.04996966518863458,0.8913131928352107,local_gmt_fallback
167,Isoflurane,2,-0.048007917392857216,-0.049843874790629746,0.8915713929383877,local_gmt_fallback
168,Vanadium,2,-0.02678468375158921,-0.048221458811756275,0.8949083105909299,local_gmt_fallback
169,Alitretinoin,1,-0.04772644742306507,-0.04772644742306507,0.8959289138478845,local_gmt_fallback
170,Hydroxyzine,2,-0.0309280744753754,-0.04458249523710064,0.9024382709610541,local_gmt_fallback
171,Lapatinib,2,-0.03155192646340084,-0.04379504567378621,0.904076028941099,local_gmt_fallback
172,Ribavirin,1,-0.04019310435756357,-0.04019310435756357,0.9116054137128687,local_gmt_fallback
173,Paclitaxel,2,-0.02281714828212567,-0.040098972945338256,0.9118030215775292,local_gmt_fallback
174,Promegestone,2,-0.02032601328964253,-0.0399138826335761,0.9121917022550929,local_gmt_fallback
175,Levetiracetam,2,-0.020823386622639512,-0.03726779095363793,0.9177665166260384,local_gmt_fallback
176,Etanercept,2,-0.022244782859691677,-0.037266327230994226,0.9177696098219038,local_gmt_fallback
177,Mk,1,-0.037234621153374135,-0.037234621153374135,0.9178366149023738,local_gmt_fallback
178,Sorafenib,2,-0.01937841200186291,-0.03562435415279327,0.9212460650353494,local_gmt_fallback
179,Vemurafenib,1,-0.034470461897334534,-0.034470461897334534,0.9236970106069557,local_gmt_fallback
